CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
27365,MR.,JIMMY,JIMENEZ,15-05-1971,S,M,jimmy8@adventure-works.com,"1,00,000",0,High School,Management,N
16622,MR.,BYRON,NAVARRO,15-05-1973,S,M,byron6@adventure-works.com,"1,00,000",0,High School,Management,Y
17695,MR.,HUNTER,WASHINGTON,15-05-1973,S,M,hunter10@adventure-works.com,"50,000",1,Graduate Degree,Skilled Manual,Y
23443,MR.,ELIJAH,JAI,15-05-1973,S,M,elijah6@adventure-works.com,"30,000",0,Partial College,Clerical,Y
26971,MR.,DOUGLAS,MADAN,15-05-1973,S,M,douglas11@adventure-works.com,"20,000",0,Partial High School,Manual,Y
27347,MR.,JEFFERY,LIN,15-05-1974,M,M,jeffery8@adventure-works.com,"80,000",0,Bachelors,Professional,Y
28143,MR.,SAMUEL,GONZALEZ,15-05-1974,S,M,samuel38@adventure-works.com,"60,000",0,Partial College,Professional,Y
28734,MRS.,BRIANA,MORENO,15-05-1974,M,F,briana6@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
13146,MS.,GABRIELLA,RAMIREZ,15-05-1976,S,F,gabriella4@adventure-works.com,"40,000",0,High School,Skilled Manual,N
28926,MR.,DANNY,SCHMIDT,15-05-1976,S,M,danny21@adventure-works.com,"70,000",0,Bachelors,Professional,N
11372,MS.,WENDY,ROMERO,15-05-1978,S,F,wendy8@adventure-works.com,"20,000",0,Bachelors,Clerical,Y
19271,MR.,KRISTOPHER,FERNANDEZ,15-05-1978,M,M,kristopher14@adventure-works.com,"20,000",0,Bachelors,Clerical,Y
21277,MR.,LUCAS,THOMPSON,15-05-1978,S,M,lucas29@adventure-works.com,"40,000",0,Partial High School,Clerical,N
24171,MR.,JARROD,CHANDRA,15-05-1979,S,M,jarrod2@adventure-works.com,"10,000",1,High School,Manual,N
26866,MRS.,JADA,ALLEN,15-05-1979,S,F,jada27@adventure-works.com,"30,000",3,Partial College,Clerical,N
18313,MS.,ARIANNA,FOSTER,15-05-1980,S,F,arianna14@adventure-works.com,"30,000",0,High School,Skilled Manual,N
23992,MS.,BONNIE,CHANDE,15-05-1980,S,F,bonnie21@adventure-works.com,"10,000",0,Partial College,Manual,N
17817,MRS.,FELICIA,GUTIERREZ,16-05-1934,M,F,felicia10@adventure-works.com,"30,000",1,Bachelors,Skilled Manual,Y
22388,MR.,BRADLEY,BECK,16-05-1936,M,M,bradley22@adventure-works.com,"20,000",1,Graduate Degree,Clerical,Y
23052,MR.,STEVEN,STEWART,16-05-1936,M,M,steven32@adventure-works.com,"1,30,000",2,Graduate Degree,Management,Y
18975,MR.,SAMUEL,BRYANT,16-05-1944,M,M,samuel17@adventure-works.com,"30,000",5,Partial High School,Clerical,N
25779,MR.,MARSHALL,CAI,16-05-1944,M,M,marshall19@adventure-works.com,"90,000",5,Partial College,Professional,N
16600,MRS.,JANET,SUAREZ,16-05-1948,S,F,janet25@adventure-works.com,"90,000",4,High School,Management,Y
12105,MRS.,ABIGAIL,FOSTER,16-05-1949,S,F,abigail68@adventure-works.com,"70,000",5,Partial College,Professional,Y
26559,MR.,MARSHALL,YE,16-05-1949,S,M,marshall8@adventure-works.com,"10,000",2,Partial High School,Clerical,Y
27423,MR.,DAKOTA,BUTLER,16-05-1949,S,M,dakota11@adventure-works.com,"60,000",2,Partial College,Professional,N
17158,MR.,MITCHELL,NARA,16-05-1950,M,M,mitchell14@adventure-works.com,"60,000",2,Partial College,Professional,Y
18175,MRS.,CARRIE,HERNANDEZ,16-05-1950,M,F,carrie3@adventure-works.com,"90,000",4,High School,Management,N
19880,MRS.,EMMA,BENNETT,16-05-1950,M,F,emma49@adventure-works.com,"70,000",4,Partial College,Professional,N
28046,MRS.,MICHELLE,REED,16-05-1950,M,F,michelle20@adventure-works.com,"40,000",2,Partial High School,Skilled Manual,Y
15345,MRS.,ASHLEY,PERRY,16-05-1951,M,F,ashley34@adventure-works.com,"70,000",4,Partial College,Professional,N
16486,MRS.,RACHAEL,MADAN,16-05-1951,M,F,rachael7@adventure-works.com,"30,000",3,High School,Skilled Manual,N
17207,MR.,IAN,TORRES,16-05-1953,S,M,ian70@adventure-works.com,"80,000",4,Partial College,Professional,Y
11295,MRS.,TAYLOR,LEWIS,16-05-1954,S,F,taylor67@adventure-works.com,"80,000",2,Partial High School,Skilled Manual,Y
25247,MRS.,LINDSAY,NARA,16-05-1960,M,F,lindsay17@adventure-works.com,"70,000",5,Partial College,Skilled Manual,Y
28287,MRS.,LAUREN,BENNETT,16-05-1960,M,F,lauren48@adventure-works.com,"1,10,000",3,Partial College,Professional,Y
14535,MR.,DUSTIN,ANAND,16-05-1961,S,M,dustin22@adventure-works.com,"20,000",1,Graduate Degree,Clerical,Y
11591,MRS.,STACEY,LU,16-05-1963,S,F,stacey12@adventure-works.com,"30,000",3,Partial College,Clerical,Y
16298,MRS.,ADRIENNE,SANZ,16-05-1963,M,F,adrienne16@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
22684,MRS.,LAUREN,COOPER,16-05-1963,M,F,lauren9@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
27689,MR.,SETH,WALKER,16-05-1963,S,M,seth22@adventure-works.com,"70,000",0,Bachelors,Professional,Y
28248,MR.,ERIC,SCOTT,16-05-1963,S,M,eric55@adventure-works.com,"80,000",4,Partial College,Professional,N
29131,MR.,BRANDON,COLEMAN,16-05-1964,S,M,brandon3@adventure-works.com,"40,000",0,Bachelors,Professional,N
19824,MR.,JORDAN,PERRY,16-05-1965,S,M,jordan4@adventure-works.com,"90,000",5,Partial College,Professional,Y
20254,MRS.,DANA,GUTIERREZ,16-05-1965,S,F,dana3@adventure-works.com,"80,000",5,Bachelors,Professional,Y
14050,MR.,MANUEL,LOPEZ,16-05-1966,S,M,manuel15@adventure-works.com,"1,00,000",0,Graduate Degree,Management,N
16213,MS.,KAYLEE,TURNER,16-05-1966,S,F,kaylee26@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,Y
17120,MS.,MICHELE,RAJE,16-05-1966,S,F,michele14@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,Y
18503,MR.,TIMOTHY,PETERSON,16-05-1966,S,M,timothy6@adventure-works.com,"1,50,000",0,Bachelors,Management,N
19132,MR.,BENJAMIN,WASHINGTON,16-05-1967,S,M,benjamin14@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,N
19134,MRS.,SIERRA,ALLEN,16-05-1967,S,F,sierra18@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,N
13976,MR.,EMMANUEL,SMITH,16-05-1968,M,M,emmanuel8@adventure-works.com,"1,00,000",2,Bachelors,Management,Y
17298,MR.,LUCAS,PETERSON,16-05-1968,S,M,lucas77@adventure-works.com,"70,000",0,Bachelors,Professional,N
25614,MRS.,DEANNA,SUBRAM,16-05-1968,M,F,deanna16@adventure-works.com,"20,000",1,Partial College,Manual,Y
12930,MRS.,GRACE,HARRIS,16-05-1969,M,F,grace13@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
15077,MS.,DOMINIQUE,LOPEZ,16-05-1969,M,F,dominique14@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
25119,MRS.,DEANNA,LOPEZ,16-05-1969,M,F,deanna20@adventure-works.com,"1,10,000",1,Graduate Degree,Management,Y
26303,MR.,DEVON,PAL,16-05-1970,M,M,devon10@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
19234,MR.,MICAH,ZHENG,16-05-1972,S,M,micah7@adventure-works.com,"40,000",4,High School,Skilled Manual,N
22044,MR.,CONNOR,YOUNG,16-05-1972,S,M,connor46@adventure-works.com,"80,000",0,Bachelors,Management,N
16620,MR.,CAMERON,THOMPSON,16-05-1973,M,M,cameron33@adventure-works.com,"90,000",0,Bachelors,Professional,Y
13053,MR.,VINCENT,LU,16-05-1975,S,M,vincent11@adventure-works.com,"40,000",0,Partial College,Skilled Manual,N
25955,MS.,ANNA,ROBINSON,16-05-1975,S,F,anna56@adventure-works.com,"60,000",0,Partial College,Skilled Manual,N
26554,MR.,MICHAEL,GARCIA,16-05-1977,S,M,michael48@adventure-works.com,"60,000",0,Partial College,Skilled Manual,N
19389,MR.,TERRENCE,GOEL,16-05-1978,S,M,terrence20@adventure-works.com,"30,000",0,Partial College,Clerical,N
12729,MR.,JOSE,PERRY,16-05-1979,S,M,jose31@adventure-works.com,"30,000",0,Partial College,Clerical,N
12570,MR.,CASEY,MUNOZ,16-05-1980,S,M,casey31@adventure-works.com,"10,000",0,Partial College,Manual,N
16724,MR.,GABRIEL,YANG,16-05-1980,S,M,gabriel24@adventure-works.com,"30,000",0,High School,Skilled Manual,N
22974,MRS.,ERIKA,VAZQUEZ,17-05-1937,M,F,erika12@adventure-works.com,"30,000",2,Partial College,Clerical,Y
23064,MR.,ALEXANDER,RODRIGUEZ,17-05-1937,S,M,alexander8@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
15829,MR.,DEVIN,DIAZ,17-05-1939,S,M,devin59@adventure-works.com,"40,000",2,Bachelors,Management,Y
14347,MRS.,TARA,GOEL,17-05-1941,S,F,tara20@adventure-works.com,"40,000",2,Bachelors,Management,Y
16641,MRS.,JULIA,BAILEY,17-05-1941,S,F,julia52@adventure-works.com,"70,000",5,Bachelors,Management,Y
14256,MRS.,ELIZABETH,ROBINSON,17-05-1943,S,F,elizabeth22@adventure-works.com,"1,70,000",2,Graduate Degree,Management,N
25570,MRS.,ROBYN,TORRES,17-05-1943,S,F,robyn9@adventure-works.com,"20,000",1,Partial College,Manual,Y
12293,MRS.,TAMMY,GARCIA,17-05-1944,M,F,tammy15@adventure-works.com,"1,30,000",3,Bachelors,Management,Y
12631,MR.,CLARENCE,GAO,17-05-1944,S,M,clarence8@adventure-works.com,"70,000",5,High School,Professional,Y
25856,MR.,BENJAMIN,SHARMA,17-05-1944,S,M,benjamin32@adventure-works.com,"30,000",4,High School,Professional,Y
26482,MRS.,SYDNEY,HILL,17-05-1945,M,F,sydney63@adventure-works.com,"30,000",5,Partial High School,Skilled Manual,Y
24658,MRS.,JENNA,PEREZ,17-05-1947,M,F,jenna11@adventure-works.com,"40,000",2,High School,Professional,N
28921,MR.,COREY,DENG,17-05-1947,M,M,corey1@adventure-works.com,"1,20,000",5,High School,Management,N
11439,MRS.,JANET,MUNOZ,17-05-1948,M,F,janet12@adventure-works.com,"90,000",4,High School,Management,N
13602,MRS.,VIRGINIA,MEHTA,17-05-1950,M,F,virginia16@adventure-works.com,"1,10,000",4,Partial College,Management,Y
16599,MR.,RAMÓN,CAI,17-05-1950,M,M,ramón19@adventure-works.com,"1,50,000",4,Bachelors,Management,Y
19879,MR.,IAN,GREEN,17-05-1950,M,M,ian29@adventure-works.com,"70,000",4,Partial College,Professional,Y
25886,MRS.,RACHEL,ROGERS,17-05-1950,M,F,rachel30@adventure-works.com,"60,000",2,Partial College,Professional,Y
16487,MRS.,BRIANNA,GRIFFIN,17-05-1951,S,F,brianna66@adventure-works.com,"30,000",3,High School,Skilled Manual,Y
22780,MRS.,JENNIFER,ROGERS,17-05-1951,M,F,jennifer55@adventure-works.com,"60,000",2,Partial College,Professional,Y
24867,MRS.,BETH,SUAREZ,17-05-1951,S,F,beth21@adventure-works.com,"90,000",4,High School,Professional,Y
25941,MRS.,MOLLY,PEREZ,17-05-1951,M,F,molly20@adventure-works.com,"20,000",2,Partial High School,Clerical,Y
13585,MRS.,SAVANNAH,MORRIS,17-05-1953,M,F,savannah17@adventure-works.com,"80,000",4,Partial College,Professional,N
14494,MR.,CAMERON,DIAZ,17-05-1953,M,M,cameron17@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
23602,MRS.,ANDREA,LOPEZ,17-05-1956,M,F,andrea43@adventure-works.com,"1,20,000",3,High School,Professional,Y
25776,MR.,DAMIEN,ZHOU,17-05-1956,M,M,damien6@adventure-works.com,"1,60,000",2,High School,Professional,Y
26692,MRS.,ISABELLA,BROWN,17-05-1956,M,F,isabella61@adventure-works.com,"70,000",3,Partial College,Professional,Y
14296,MR.,BENJAMIN,RUSSELL,17-05-1957,M,M,benjamin21@adventure-works.com,"60,000",2,High School,Professional,N
16824,MR.,RANDALL,MUNOZ,17-05-1957,M,M,randall8@adventure-works.com,"1,20,000",2,High School,Professional,Y
18668,MR.,BRIAN,SANDERS,17-05-1957,M,M,brian15@adventure-works.com,"30,000",2,High School,Skilled Manual,N
22796,MR.,BRAD,NATH,17-05-1957,M,M,brad19@adventure-works.com,"1,10,000",2,Partial College,Professional,N
23803,MR.,BERNARD,THAMES,17-05-1957,M,M,bernard1@adventure-works.com,"20,000",2,Partial High School,Clerical,N
14541,MR.,DOUGLAS,KAPOOR,17-05-1958,S,M,douglas5@adventure-works.com,"20,000",1,Graduate Degree,Clerical,Y
13536,MRS.,ARIANNA,WARD,17-05-1959,S,F,arianna34@adventure-works.com,"10,000",1,High School,Manual,N
17748,MR.,GEOFFREY,KAPOOR,17-05-1959,S,M,geoffrey1@adventure-works.com,"10,000",1,High School,Manual,N
27694,MR.,LEE,GILL,17-05-1962,M,M,lee12@adventure-works.com,"60,000",1,Bachelors,Professional,Y
15956,MR.,RYAN,LI,17-05-1963,M,M,ryan30@adventure-works.com,"1,30,000",3,Bachelors,Management,Y
18269,MRS.,WENDY,TORRES,17-05-1963,S,F,wendy11@adventure-works.com,"60,000",3,Bachelors,Professional,Y
19500,MR.,RUSSELL,SHAN,17-05-1963,M,M,russell13@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
13281,MR.,BRENT,LI,17-05-1964,M,M,brent3@adventure-works.com,"1,10,000",4,Bachelors,Management,Y
16416,MR.,BRIAN,RIVERA,17-05-1964,S,M,brian28@adventure-works.com,"30,000",2,Partial College,Manual,Y
22925,MRS.,KARLA,SHEN,17-05-1964,M,F,karla2@adventure-works.com,"60,000",4,Bachelors,Professional,Y
28244,MRS.,SAMANTHA,DAVIS,17-05-1964,M,F,samantha6@adventure-works.com,"1,60,000",1,Bachelors,Management,Y
11840,MR.,JULIAN,PATTERSON,17-05-1965,M,M,julian12@adventure-works.com,"60,000",0,Graduate Degree,Professional,Y
11506,MR.,NICHOLAS,BROWN,17-05-1966,S,M,nicholas6@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,N
14812,MR.,HUNTER,HENDERSON,17-05-1966,M,M,hunter1@adventure-works.com,"40,000",0,Bachelors,Professional,Y
20244,MS.,DAWN,RAJI,17-05-1966,S,F,dawn45@adventure-works.com,"1,00,000",0,Graduate Degree,Management,N
16572,MR.,JON,XU,17-05-1968,S,M,jon45@adventure-works.com,"10,000",2,High School,Manual,Y
21269,MR.,BLAKE,CLARK,17-05-1968,S,M,blake19@adventure-works.com,"90,000",4,Bachelors,Management,Y
22627,MRS.,SHAWNA,SHARMA,17-05-1968,S,F,shawna10@adventure-works.com,"20,000",1,Partial College,Manual,N
25107,MR.,MASON,RAMIREZ,17-05-1969,S,M,mason8@adventure-works.com,"90,000",2,Bachelors,Professional,N
16632,MR.,RUBEN,ROMERO,17-05-1971,S,M,ruben32@adventure-works.com,"1,00,000",0,High School,Management,Y
11628,MRS.,MARIAH,WOOD,17-05-1972,S,F,mariah6@adventure-works.com,"40,000",1,Graduate Degree,Skilled Manual,Y
22849,MR.,KRISTOPHER,SURI,17-05-1973,M,M,kristopher0@adventure-works.com,"80,000",0,Bachelors,Professional,Y
12589,MR.,RUBEN,RODRIGUEZ,17-05-1977,M,M,ruben20@adventure-works.com,"20,000",0,Partial College,Manual,Y
22159,MR.,DAVID,DAVIS,17-05-1977,S,M,david78@adventure-works.com,"40,000",0,Partial College,Skilled Manual,N
16490,MS.,MEGAN,ROBINSON,17-05-1980,M,F,megan21@adventure-works.com,"60,000",0,Partial College,Skilled Manual,Y
24691,MS.,MEREDITH,CARLSON,17-05-1980,M,F,meredith42@adventure-works.com,"20,000",0,Partial High School,Manual,Y
28743,MRS.,KELLY,WOOD,18-05-1915,S,F,kelly6@adventure-works.com,"20,000",2,Partial High School,Manual,N
15361,MR.,THOMAS,GONZALES,18-05-1933,S,M,thomas19@adventure-works.com,"1,60,000",0,Graduate Degree,Management,N
19732,MR.,KYLE,HILL,18-05-1939,S,M,kyle41@adventure-works.com,"60,000",3,Graduate Degree,Management,Y
23675,MR.,EMMANUEL,PRASAD,18-05-1940,S,M,emmanuel9@adventure-works.com,"60,000",3,Bachelors,Management,Y
15885,MR.,GARRETT,SANCHEZ,18-05-1946,S,M,garrett22@adventure-works.com,"60,000",4,Bachelors,Management,Y
28895,MR.,MITCHELL,LUO,18-05-1946,S,M,mitchell5@adventure-works.com,"1,10,000",3,Bachelors,Management,Y
17175,MRS.,AMANDA,ROBERTS,18-05-1952,S,F,amanda47@adventure-works.com,"70,000",2,Partial High School,Skilled Manual,Y
18868,MR.,ADAM,LONG,18-05-1952,S,M,adam7@adventure-works.com,"40,000",3,Partial College,Professional,Y
18907,MRS.,PRISCILLA,NARA,18-05-1952,M,F,priscilla15@adventure-works.com,"30,000",3,High School,Skilled Manual,Y
23100,MRS.,CHRISTY,RAJE,18-05-1952,M,F,christy31@adventure-works.com,"30,000",3,High School,Skilled Manual,Y
13320,MRS.,JASMINE,JONES,18-05-1953,S,F,jasmine3@adventure-works.com,"70,000",3,Graduate Degree,Management,N
13590,MR.,LOUIS,XIE,18-05-1953,M,M,louis20@adventure-works.com,"1,70,000",0,Bachelors,Management,N
16223,MR.,CARLOS,COLLINS,18-05-1953,M,M,carlos28@adventure-works.com,"30,000",1,Bachelors,Skilled Manual,Y
19060,MRS.,STEPHANIE,STONE,18-05-1953,M,F,stephanie3@adventure-works.com,"1,60,000",3,Bachelors,Management,Y
20075,MR.,AARON,ALLEN,18-05-1953,S,M,aaron55@adventure-works.com,"10,000",2,High School,Manual,Y
20076,MRS.,BETH,VAZQUEZ,18-05-1953,S,F,beth17@adventure-works.com,"10,000",2,High School,Manual,Y
28873,MR.,ROGER,DENG,18-05-1953,M,M,roger28@adventure-works.com,"70,000",4,Partial College,Professional,Y
16496,MRS.,DAWN,TANG,18-05-1954,S,F,dawn28@adventure-works.com,"80,000",2,Partial College,Skilled Manual,Y
17504,MRS.,ANNA,WILLIAMS,18-05-1954,S,F,anna63@adventure-works.com,"80,000",2,Partial College,Skilled Manual,Y
20808,MRS.,JULIE,JAI,18-05-1955,M,F,julie16@adventure-works.com,"10,000",2,Partial College,Manual,Y
26046,MRS.,KARA,KUMAR,18-05-1956,S,F,kara8@adventure-works.com,"80,000",2,Partial High School,Skilled Manual,Y
13080,MRS.,DENISE,MEHTA,18-05-1957,S,F,denise15@adventure-works.com,"80,000",2,High School,Professional,N
26272,MRS.,KELLY,HUGHES,18-05-1957,M,F,kelly16@adventure-works.com,"20,000",2,Partial High School,Clerical,Y
29201,MRS.,KARA,JAI,18-05-1957,S,F,kara10@adventure-works.com,"70,000",3,Partial College,Professional,N
17756,MRS.,JILL,ASHE,18-05-1958,M,F,jill12@adventure-works.com,"30,000",1,Bachelors,Clerical,Y
28196,MR.,TIMOTHY,COX,18-05-1958,M,M,timothy11@adventure-works.com,"80,000",1,Partial College,Skilled Manual,Y
22946,MR.,BRYANT,KAPOOR,18-05-1959,S,M,bryant1@adventure-works.com,"90,000",1,Bachelors,Professional,Y
26636,MR.,MIGUEL,WALKER,18-05-1959,M,M,miguel23@adventure-works.com,"60,000",5,Bachelors,Professional,Y
17455,MR.,DYLAN,HAYES,18-05-1960,M,M,dylan22@adventure-works.com,"1,10,000",3,Partial College,Professional,Y
26163,MRS.,AUTUMN,CAI,18-05-1960,M,F,autumn20@adventure-works.com,"70,000",5,Partial College,Skilled Manual,Y
20260,MR.,ETHAN,MARTINEZ,18-05-1962,S,M,ethan31@adventure-works.com,"60,000",1,Partial College,Skilled Manual,Y
20795,MR.,EMMANUEL,SUBRAM,18-05-1962,S,M,emmanuel12@adventure-works.com,"10,000",1,Graduate Degree,Manual,Y
17411,MRS.,JENNIFER,BROOKS,18-05-1963,M,F,jennifer72@adventure-works.com,"80,000",4,Partial College,Professional,Y
17416,MR.,RAYMOND,SURI,18-05-1963,M,M,raymond2@adventure-works.com,"1,00,000",0,Partial College,Professional,Y
25170,MR.,LOGAN,WALKER,18-05-1963,M,M,logan56@adventure-works.com,"90,000",0,Partial College,Professional,Y
28250,MR.,TYRONE,DOMINGUEZ,18-05-1963,M,M,tyrone11@adventure-works.com,"1,00,000",0,Partial College,Professional,Y
17801,MRS.,SHANNON,HE,18-05-1965,S,F,shannon17@adventure-works.com,"20,000",2,High School,Manual,Y
11571,MR.,JOEL,SAI,18-05-1966,M,M,joel5@adventure-works.com,"30,000",1,Bachelors,Skilled Manual,Y
11671,MRS.,JESSICA,BROWN,18-05-1966,S,F,jessica51@adventure-works.com,"60,000",3,Bachelors,Skilled Manual,N
11825,MRS.,AIMEE,SHE,18-05-1966,S,F,aimee17@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
18935,MS.,JASMINE,JENKINS,18-05-1966,M,F,jasmine47@adventure-works.com,"1,30,000",0,Graduate Degree,Management,Y
27115,MRS.,KRISTI,NAVARRO,18-05-1966,M,F,kristi5@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
27293,MS.,KAITLYN,JACKSON,18-05-1966,M,F,kaitlyn34@adventure-works.com,"60,000",0,Graduate Degree,Professional,Y
27295,MR.,WYATT,TAYLOR,18-05-1966,S,M,wyatt9@adventure-works.com,"70,000",0,Graduate Degree,Professional,Y
15495,MR.,CRAIG,ALONSO,18-05-1967,M,M,craig9@adventure-works.com,"40,000",5,High School,Skilled Manual,Y
21604,MS.,MELANIE,HOWARD,18-05-1967,S,F,melanie37@adventure-works.com,"40,000",0,Bachelors,Professional,N
25462,MR.,ANGEL,GRAY,18-05-1967,S,M,angel5@adventure-works.com,"40,000",0,Bachelors,Clerical,N
27691,MR.,MARSHALL,GOEL,18-05-1967,M,M,marshall39@adventure-works.com,"90,000",2,Bachelors,Professional,Y
22457,MRS.,KIMBERLY,COOPER,18-05-1968,M,F,kimberly12@adventure-works.com,"10,000",2,High School,Manual,N
14156,MR.,PRESTON,GONZALEZ,18-05-1969,S,M,preston16@adventure-works.com,"20,000",0,Partial College,Manual,N
21622,MR.,ETHAN,WINSTON,18-05-1969,M,M,ethan21@adventure-works.com,"60,000",2,Graduate Degree,Professional,Y
21957,MRS.,KATHRYN,SHEN,18-05-1969,M,F,kathryn2@adventure-works.com,"1,20,000",1,Graduate Degree,Management,Y
22244,MRS.,SHELBY,HOWARD,18-05-1969,M,F,shelby12@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
26317,MRS.,AMANDA,WRIGHT,18-05-1969,M,F,amanda63@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
13641,MR.,ADRIAN,WATSON,18-05-1970,S,M,adrian2@adventure-works.com,"90,000",0,Bachelors,Professional,N
17111,MRS.,JENNY,CHANDE,18-05-1970,M,F,jenny37@adventure-works.com,"40,000",2,Partial College,Clerical,N
17952,MR.,BRENDAN,BECK,18-05-1970,S,M,brendan18@adventure-works.com,"10,000",2,High School,Manual,Y
15616,MS.,JANET,ALONSO,18-05-1973,S,F,janet13@adventure-works.com,"30,000",0,High School,Manual,N
23823,MR.,SAMUEL,DAVIS,18-05-1973,M,M,samuel63@adventure-works.com,"40,000",1,Graduate Degree,Skilled Manual,Y
16464,MR.,ALAN,LIU,18-05-1974,S,M,alan8@adventure-works.com,"10,000",0,Partial High School,Manual,Y
27193,MR.,DANIEL,MILLER,18-05-1974,S,M,daniel24@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
18038,MS.,KELLI,KUMAR,18-05-1975,S,F,kelli30@adventure-works.com,"30,000",0,Partial College,Clerical,N
18775,MS.,ANDREA,BELL,18-05-1975,M,F,andrea15@adventure-works.com,"40,000",0,High School,Skilled Manual,Y
22846,MR.,FRANK,GUTIERREZ,18-05-1975,S,M,frank18@adventure-works.com,"80,000",0,Bachelors,Professional,N
26573,MS.,SAMANTHA,CLARK,18-05-1975,M,F,samantha20@adventure-works.com,"40,000",0,High School,Skilled Manual,Y
14839,MS.,NATASHA,SANZ,18-05-1977,S,F,natasha20@adventure-works.com,"30,000",0,Partial College,Clerical,N
24120,MS.,KAITLYN,ALLEN,18-05-1977,S,F,kaitlyn22@adventure-works.com,"30,000",0,Partial College,Clerical,N
24168,MR.,MANUEL,SRINI,18-05-1977,M,M,manuel7@adventure-works.com,"10,000",0,High School,Manual,Y
12243,MS.,KRISTY,RUBIO,18-05-1980,S,F,kristy19@adventure-works.com,"10,000",0,Partial College,Manual,N
16344,MR.,XAVIER,KING,18-05-1980,S,M,xavier25@adventure-works.com,"70,000",0,Partial College,Skilled Manual,N
18317,MS.,SAMANTHA,JONES,18-05-1980,M,F,samantha4@adventure-works.com,"30,000",0,High School,Skilled Manual,Y
26314,MR.,ANGEL,MURPHY,19-05-1918,S,M,angel14@adventure-works.com,"30,000",2,High School,Skilled Manual,Y
18732,MR.,ZACHARY,JAI,19-05-1932,M,M,zachary1@adventure-works.com,"30,000",2,Partial College,Clerical,N
14100,MRS.,ALISHA,XU,19-05-1941,M,F,alisha29@adventure-works.com,"40,000",2,Bachelors,Management,Y
23688,MRS.,OLIVIA,THOMAS,19-05-1944,M,F,olivia10@adventure-works.com,"30,000",5,Partial High School,Clerical,Y
26396,MR.,TERRY,BLACK,19-05-1945,M,M,terry22@adventure-works.com,"1,00,000",2,Bachelors,Management,N
28015,MR.,CHRISTIAN,CHEN,19-05-1947,M,M,christian12@adventure-works.com,"40,000",4,High School,Professional,N
11045,MR.,LEONARD,NARA,19-05-1950,S,M,leonard18@adventure-works.com,"30,000",3,High School,Skilled Manual,N
18102,MR.,NICHOLAS,LEWIS,19-05-1950,M,M,nicholas1@adventure-works.com,"80,000",3,Bachelors,Management,Y
19875,MR.,PATRICK,JAMES,19-05-1950,M,M,patrick5@adventure-works.com,"60,000",2,Partial College,Professional,Y
25800,MRS.,SHEENA,NATH,19-05-1950,S,F,sheena17@adventure-works.com,"1,10,000",4,High School,Management,N
20585,MRS.,EMILY,LEE,19-05-1951,M,F,emily22@adventure-works.com,"1,30,000",4,High School,Professional,Y
24683,MR.,SHANNON,ALONSO,19-05-1951,M,M,shannon29@adventure-works.com,"60,000",2,Partial College,Professional,Y
23512,MR.,ZACHARY,HENDERSON,19-05-1952,M,M,zachary3@adventure-works.com,"40,000",3,Partial College,Professional,Y
23547,MR.,FRANCIS,SERRANO,19-05-1953,S,M,francis14@adventure-works.com,"40,000",2,Bachelors,Management,Y
17529,MRS.,CHLOE,MITCHELL,19-05-1957,M,F,chloe8@adventure-works.com,"90,000",2,Partial College,Professional,Y
20765,MR.,WYATT,LOPEZ,19-05-1957,M,M,wyatt31@adventure-works.com,"40,000",1,Partial College,Clerical,Y
26380,MR.,RICARDO,LUO,19-05-1957,M,M,ricardo5@adventure-works.com,"1,00,000",2,Partial College,Professional,Y
15451,MRS.,LINDA,MUNOZ,19-05-1962,M,F,linda22@adventure-works.com,"30,000",4,Graduate Degree,Clerical,Y
18394,MR.,SEAN,WRIGHT,19-05-1962,M,M,sean52@adventure-works.com,"1,00,000",1,Partial College,Professional,Y
18723,MRS.,LACEY,MA,19-05-1963,S,F,lacey28@adventure-works.com,"60,000",3,Bachelors,Professional,N
27686,MR.,VINCENT,ZHANG,19-05-1963,M,M,vincent1@adventure-works.com,"60,000",4,Bachelors,Professional,Y
26689,MR.,ARTHUR,GILL,19-05-1964,S,M,arthur38@adventure-works.com,"1,10,000",3,Bachelors,Management,N
29216,MR.,ANTONIO,WOOD,19-05-1964,S,M,antonio2@adventure-works.com,"90,000",5,Partial College,Professional,N
